Epoch,Batch Time,Data Time,Loss,Prec@1,Prec@5,lr
254,0.292,0.004,2.26923,39.7287,72.2599,1.0000000000000004e-08
255,0.331,0.005,2.28258,39.5865,71.4286,1.0000000000000004e-08
256,0.292,0.004,2.27608,40.1006,72.249,1.0000000000000004e-08
257,0.291,0.005,2.26222,40.1225,72.0411,1.0000000000000004e-08
258,0.333,0.005,2.27339,40.0131,71.7677,1.0000000000000004e-08
259,0.292,0.004,2.25881,39.4006,72.8178,1.0000000000000004e-08
260,0.29,0.005,2.25835,39.9803,72.3146,1.0000000000000004e-08
261,0.334,0.004,2.27418,40.2757,71.7239,1.0000000000000004e-08
262,0.293,0.004,2.27282,39.4553,71.3411,1.0000000000000004e-08
263,0.291,0.005,2.26773,39.2365,72.1177,1.0000000000000004e-08
264,0.32,0.004,2.26163,39.7178,72.4021,1.0000000000000004e-08
265,0.312,0.004,2.27154,39.8381,71.9974,1.0000000000000004e-08
266,0.292,0.004,2.27193,39.6303,72.599,1.0000000000000004e-08
267,0.293,0.004,2.29803,39.2365,71.1442,1.0000000000000004e-08
268,0.334,0.004,2.26854,40.4944,72.249,1.0000000000000004e-08
269,0.294,0.005,2.27669,38.8865,72.1833,1.0000000000000004e-08
270,0.292,0.004,2.28414,39.1709,72.1615,1.0000000000000004e-08
271,0.335,0.007,2.27299,39.9584,71.7458,1.0000000000000004e-08
272,0.293,0.004,2.28623,39.4115,71.5489,1.0000000000000004e-08
273,0.293,0.004,2.27299,39.685,71.9974,1.0000000000000004e-08
274,0.332,0.004,2.269,39.9037,71.8771,1.0000000000000004e-08
275,0.293,0.004,2.27167,39.6412,72.0849,1.0000000000000004e-08
276,0.294,0.005,2.25485,40.0241,72.8178,1.0000000000000004e-08
277,0.304,0.005,2.28778,39.7944,71.6036,1.0000000000000004e-08
278,0.324,0.008,2.28434,39.499,71.4942,1.0000000000000004e-08
279,0.291,0.004,2.28355,39.9912,71.7677,1.0000000000000004e-08
280,0.29,0.004,2.26629,39.86,71.9974,1.0000000000000004e-08
281,0.334,0.004,2.25807,40.6257,72.3802,1.0000000000000004e-08
282,0.292,0.004,2.27696,39.4662,71.8333,1.0000000000000004e-08
283,0.294,0.004,2.27228,39.9147,71.9974,1.0000000000000004e-08
284,0.333,0.004,2.28961,40.0788,71.713,1.0000000000000004e-08
285,0.291,0.004,2.28812,39.2474,72.3912,1.0000000000000004e-08
286,0.292,0.004,2.27972,39.4553,71.8661,1.0000000000000004e-08
287,0.293,0.004,2.26909,39.5318,71.9317,1.0000000000000004e-08
288,0.332,0.004,2.26811,39.499,72.3365,1.0000000000000004e-08
289,0.292,0.004,2.28033,38.9302,72.1286,1.0000000000000004e-08
290,0.293,0.004,2.28167,39.685,71.4176,1.0000000000000004e-08
291,0.334,0.004,2.28441,39.4553,71.7786,1.0000000000000004e-08
292,0.295,0.004,2.28259,39.3349,72.3255,1.0000000000000004e-08
293,0.294,0.004,2.28932,39.6084,71.9208,1.0000000000000004e-08
294,0.334,0.004,2.25925,39.5646,72.238,1.0000000000000004e-08
0,0.236,0.002,4.37767,3.3034,13.5856,0.01
1,0.229,0.002,4.02909,6.3225,23.0037,0.01
2,0.241,0.003,3.72295,10.5994,33.1109,0.01
0,0.436,0.197,4.36097,3.4019,13.7278,0.01
3,0.271,0.008,3.45997,15.2592,41.7305,0.01
0,0.387,0.129,4.50908,2.5487,10.6541,0.01
0,0.369,0.116,4.48223,2.6034,11.3104,0.01
4,0.268,0.008,3.25738,18.4533,47.506,0.01
0,0.375,0.126,4.48118,2.6909,10.7088,0.01
0,0.383,0.129,4.51007,2.2643,10.2713,0.01
5,0.253,0.006,3.08323,21.7239,52.5487,0.01
6,0.229,0.002,2.73179,29.5668,61.7042,0.001
7,0.247,0.002,2.59316,32.1264,64.942,0.001
29,0.318,0.064,4.72991,14.8436,38.263,1.0000000000000004e-08
29,0.232,0.002,3.63202,23.2444,51.6627,1.0000000000000004e-08
29,0.47,0.006,3.54173,25.443,53.8613,1.0000000000000004e-08
30,0.448,0.007,3.57205,24.9508,53.1175,1.0000000000000004e-08
31,0.448,0.007,3.5372,25.4321,54.2879,1.0000000000000004e-08
32,0.448,0.007,3.54362,25.1367,53.5988,1.0000000000000004e-08
29,0.55,0.068,4.84566,10.6104,26.6134,1.0000000000000004e-08
0,0.84,0.365,4.45613,2.7565,12.1965,0.01
29,0.8,0.332,4.41188,19.1643,43.6666,1.0000000000000004e-08
